Index,Date,Time,[uSec],TagID/BPM,Freq [MHz],Codeset,Antenna,Gain,RSSI
274,8/30/2024,22:15:04,261952,201,166.38,Lotek6M,Antenna 1,75,84
275,8/30/2024,22:15:15,861829,201,166.38,Lotek6M,Antenna 1,75,87
276,8/30/2024,22:15:30,362848,201,166.38,Lotek6M,Antenna 1,75,70
277,8/30/2024,22:17:08,139221,89,166.38,Lotek6M,Antenna 1,75,48
278,8/30/2024,22:20:57,553653,89,166.38,Lotek6M,Antenna 1,75,86
279,8/30/2024,22:21:22,356192,89,166.38,Lotek6M,Antenna 1,75,61
280,8/30/2024,22:21:34,756144,89,166.38,Lotek6M,Antenna 1,75,90
281,8/30/2024,22:21:47,157003,89,166.38,Lotek6M,Antenna 1,75,91
282,8/30/2024,22:21:59,557952,89,166.38,Lotek6M,Antenna 1,75,88
283,8/30/2024,22:22:24,359765,89,166.38,Lotek6M,Antenna 1,75,89
284,8/30/2024,22:22:49,161371,89,166.38,Lotek6M,Antenna 1,75,86
285,8/30/2024,22:22:52,261451,89,166.38,Lotek6M,Antenna 1,75,88
286,8/30/2024,22:23:01,562571,89,166.38,Lotek6M,Antenna 1,75,78
287,8/30/2024,22:23:04,663067,89,166.38,Lotek6M,Antenna 1,75,64
288,8/30/2024,22:23:13,963573,89,166.38,Lotek6M,Antenna 1,75,66
289,8/30/2024,22:23:17,63824,89,166.38,Lotek6M,Antenna 1,75,69
290,8/30/2024,22:23:42,675456,24,166.38,Lotek6M,Antenna 1,75,98
291,8/30/2024,22:24:06,666624,89,166.38,Lotek6M,Antenna 1,75,86
292,8/30/2024,22:24:19,67168,89,166.38,Lotek6M,Antenna 1,75,100
293,8/30/2024,22:24:31,468096,89,166.38,Lotek6M,Antenna 1,75,95
294,8/30/2024,22:24:43,869547,89,166.38,Lotek6M,Antenna 1,75,82
295,8/30/2024,22:24:56,270021,89,166.38,Lotek6M,Antenna 1,75,89
296,8/30/2024,22:25:07,791920,24,166.38,Lotek6M,Antenna 1,75,101
297,8/30/2024,22:25:08,671419,89,166.38,Lotek6M,Antenna 1,75,66
298,8/30/2024,22:25:21,72507,89,166.38,Lotek6M,Antenna 1,75,54
299,8/30/2024,22:25:22,594965,24,166.38,Lotek6M,Antenna 1,75,98
300,8/30/2024,22:25:33,472800,89,166.38,Lotek6M,Antenna 1,75,82
301,8/30/2024,22:25:45,873339,89,166.38,Lotek6M,Antenna 1,75,87
302,8/30/2024,22:25:58,275104,89,166.38,Lotek6M,Antenna 1,75,58
303,8/30/2024,22:26:10,704683,24,166.38,Lotek6M,Antenna 1,75,92
304,8/30/2024,22:26:23,76411,89,166.38,Lotek6M,Antenna 1,75,75
305,8/30/2024,22:27:15,779451,89,166.38,Lotek6M,Antenna 1,75,89
306,8/30/2024,22:27:28,180096,89,166.38,Lotek6M,Antenna 1,75,93
307,8/30/2024,22:27:40,581317,89,166.38,Lotek6M,Antenna 1,75,87
308,8/30/2024,22:27:52,982853,89,166.38,Lotek6M,Antenna 1,75,46
309,8/30/2024,22:38:09,924192,89,166.38,Lotek6M,Antenna 1,75,86
310,8/30/2024,22:38:13,23717,89,166.38,Lotek6M,Antenna 1,75,93
311,8/30/2024,22:38:22,324496,89,166.38,Lotek6M,Antenna 1,75,89
312,8/30/2024,22:38:25,424736,89,166.38,Lotek6M,Antenna 1,75,86
313,8/30/2024,22:39:00,458517,24,166.38,Lotek6M,Antenna 1,75,93
314,8/30/2024,22:39:41,166987,24,166.38,Lotek6M,Antenna 1,75,93
315,8/30/2024,22:40:18,174112,24,166.38,Lotek6M,Antenna 1,75,94
316,8/30/2024,22:40:55,181525,24,166.38,Lotek6M,Antenna 1,75,95
317,8/30/2024,22:41:43,838789,89,166.38,Lotek6M,Antenna 1,75,67
318,8/30/2024,22:42:49,905093,24,166.38,Lotek6M,Antenna 1,75,82
319,8/30/2024,22:47:38,914880,201,166.38,Lotek6M,Antenna 1,75,87
320,8/30/2024,22:51:39,621397,201,166.38,Lotek6M,Antenna 1,75,84
321,8/30/2024,22:51:51,221445,201,166.38,Lotek6M,Antenna 1,75,88
322,8/30/2024,22:52:40,523147,201,166.38,Lotek6M,Antenna 1,75,84
323,8/30/2024,22:54:48,191131,89,166.38,Lotek6M,Antenna 1,75,96
324,8/30/2024,22:55:00,593173,89,166.38,Lotek6M,Antenna 1,75,47
325,8/30/2024,22:55:12,993189,89,166.38,Lotek6M,Antenna 1,75,86
326,8/30/2024,22:55:37,794517,89,166.38,Lotek6M,Antenna 1,75,95
327,8/30/2024,22:56:15,128485,201,166.38,Lotek6M,Antenna 1,75,88
